UF,Município,ICM_Classification
PR,Uniflor,D
SC,Balneário Gaivota,D
SC,Caibi,D
SC,Calmon,D
SC,Flor do Sertão,D
SC,Gravatal,D
SC,Ibicaré,D
SC,Imbuia,D
SC,Palhoça,D
SC,Pinheiro Preto,D
SC,Piratuba,D
SC,São Bonifácio,D
SC,Balneário Rincão,D
RS,Áurea,D
RS,Benjamin Constant do Sul,D
RS,Boqueirão do Leão,D
RS,Caibaté,D
RS,Capão do Cipó,D
RS,Constantina,D
RS,Estrela Velha,D
RS,Gramado dos Loureiros,D
RS,Herveiras,D
RS,Itapuca,D
RS,Monte Alegre dos Campos,D
RS,Monte Belo do Sul,D
RS,Morro Redondo,D
RS,Nova Hartz,D
RS,Novo Xingu,D
RS,Três Forquilhas,D
RS,Victor Graeff,D
MS,Amambai,D
MS,Mundo Novo,D
MS,Nova Andradina,D
MT,Apiacás,D
MT,Aripuanã,D
MT,Campo Novo do Parecis,D
MT,Carlinda,D
MT,Castanheira,D
MT,Colniza,D
MT,Feliz Natal,D
MT,Nova Lacerda,D
MT,Nova Santa Helena,D
MT,Nova Canaã do Norte,D
MT,Nova Ubiratã,D
MT,Reserva do Cabaçal,D
MT,São José do Rio Claro,D
GO,Goiatuba,D
GO,São Luís de Montes Belos,D
RO,Cabixi,D
RO,Alvorada DOeste,D
RO,Itapuã do Oeste,D
RO,Pimenteiras do Oeste,D
AC,Manoel Urbano,D
AC,Porto Acre,D
AM,Nhamundá,D
RR,Alto Alegre,D
RR,Mucajaí,D
PA,Ananindeua,D
PA,Anapu,D
PA,Bagre,D
PA,Cachoeira do Piriá,D
PA,Mojuí dos Campos,D
PA,Muaná,D
PA,Portel,D
PA,Santa Luzia do Pará,D
PA,Tailândia,D
TO,Araguaçu,D
TO,Augustinópolis,D
TO,Couto Magalhães,D
TO,Esperantina,D
TO,Figueirópolis,D
TO,Lagoa da Confusão,D
TO,Porto Alegre do Tocantins,D
MA,Aldeias Altas,D
MA,Amarante do Maranhão,D
MA,Araioses,D
MA,Bacuri,D
MA,Bernardo do Mearim,D
MA,Coroatá,D
MA,Esperantinópolis,D
MA,Fernando Falcão,D
MA,Fortaleza dos Nogueiras,D
MA,Igarapé do Meio,D
MA,Itaipava do Grajaú,D
MA,Jatobá,D
MA,Lago Verde,D
MA,Lima Campos,D
MA,Pio XII,D
MA,Santana do Maranhão,D
MA,Santo Amaro do Maranhão,D
MA,São Roberto,D
MA,São Vicente Ferrer,D
MA,Tufilândia,D
MA,Tutóia,D
PI,Agricolândia,D
PI,Alto Longá,D
PI,Aroeiras do Itaim,D
PI,Assunção do Piauí,D
PI,Bom Jesus,D
PI,Brasileira,D
PI,Brejo do Piauí,D
PI,Campo Alegre do Fidalgo,D
PI,Campo Grande do Piauí,D
PI,Conceição do Canindé,D
PI,Fartura do Piauí,D
PI,Fronteiras,D
PI,Itainópolis,D
PI,Lagoa do Sítio,D
PI,Marcolândia,D
PI,Miguel Alves,D
PI,Morro do Chapéu do Piauí,D
PI,Paulistana,D
PI,Santa Cruz dos Milagres,D
PI,São Francisco de Assis do Piauí,D
PI,São João do Arraial,D
PI,São Raimundo Nonato,D
CE,Araripe,D
CE,Aratuba,D
CE,Barro,D
CE,Guaiúba,D
CE,Meruoca,D
CE,Pedra Branca,D
CE,Pires Ferreira,D
CE,Quixelô,D
CE,Salitre,D
CE,Senador Pompeu,D
RN,Acari,D
RN,Almino Afonso,D
RN,Bento Fernandes,D
RN,Ceará-Mirim,D
RN,Coronel João Pessoa,D
RN,Francisco Dantas,D
RN,Governador Dix-Sept Rosado,D
RN,Jardim de Angicos,D
RN,Lagoa dAnta,D
RN,Messias Targino,D
RN,Montanhas,D
RN,Paraná,D
RN,Rafael Fernandes,D
RN,São José do Seridó,D
RN,São Paulo do Potengi,D
RN,Senador Georgino Avelino,D
RN,Serra do Mel,D
RN,Taboleiro Grande,D
RN,Tenente Ananias,D
RN,Tenente Laurentino Cruz,D
RN,Várzea,D
PB,Alagoinha,D
PB,Algodão de Jandaíra,D
PB,São João do Rio do Peixe,D
PB,Assunção,D
PB,Baía da Traição,D
PB,Barra de São Miguel,D
PB,Borborema,D
PB,Cacimba de Areia,D
PB,Cacimbas,D
PB,Caraúbas,D
PB,Condado,D
PB,Cruz do Espírito Santo,D
PB,Emas,D
PB,Fagundes,D
PB,Juazeirinho,D
PB,Lucena,D
PB,Mari,D
PB,Marizópolis,D
PB,Mulungu,D
PB,Olho dÁgua,D
PB,Pilar,D
PB,Pitimbu,D
PB,Remígio,D
PB,Riachão do Bacamarte,D
PB,Santa Cruz,D
PB,Santa Inês,D
PB,São Bento,D
PB,São José de Espinharas,D
PB,São José do Brejo do Cruz,D
PB,São Miguel de Taipu,D
PB,Sapé,D
PB,Soledade,D
PE,Custódia,D
PE,Itaíba,D
PE,Jatobá,D
PE,Orocó,D
PE,Pedra,D
PE,Petrolândia,D
PE,Santa Filomena,D
PE,Verdejante,D
AL,Feira Grande,D
AL,Palestina,D
AL,Penedo,D
AL,Pindoba,D
AL,São Brás,D
AL,São Luís do Quitunde,D
AL,Taquarana,D
SE,Cedro de São João,D
SE,Ilha das Flores,D
SE,Nossa Senhora da Glória,D
SE,Nossa Senhora de Lourdes,D
SE,Poço Verde,D
SE,Santa Rosa de Lima,D
SE,São Francisco,D
BA,Almadina,D
BA,Amargosa,D
BA,Anagé,D
BA,Caatiba,D
BA,Carinhanha,D
BA,Catu,D
BA,Caturama,D
BA,Condeúba,D
BA,Fátima,D
BA,Gongogi,D
BA,Guaratinga,D
BA,Ibirapuã,D
BA,Ichu,D
BA,Igaporã,D
BA,Itaguaçu da Bahia,D
BA,Itapé,D
BA,Jandaíra,D
BA,Lafaiete Coutinho,D
BA,Lamarão,D
BA,Malhada de Pedras,D
BA,Mirante,D
BA,Nova Itarana,D
BA,Pilão Arcado,D
BA,Piritiba,D
BA,Planaltino,D
BA,Presidente Dutra,D
BA,Rio de Contas,D
BA,Tanquinho,D
BA,Tremedal,D
BA,Ubaitaba,D
MG,Cachoeira de Pajeú,D
MG,Bandeira do Sul,D
MG,Bonito de Minas,D
MG,Buenópolis,D
MG,Cachoeira Dourada,D
MG,Caputira,D
MG,Carmo da Mata,D
MG,Carvalhos,D
MG,Conceição da Barra de Minas,D
MG,Chapada Gaúcha,D
MG,Desterro do Melo,D
MG,Elói Mendes,D
MG,Glaucilândia,D
MG,Ilicínea,D
MG,Lagoa dos Patos,D
MG,Luislândia,D
MG,Monte Formoso,D
MG,Naque,D
MG,Oratórios,D
MG,Paraisópolis,D
MG,Pedra Bonita,D
MG,Piedade do Rio Grande,D
MG,Pitangui,D
MG,Alto Jequitibá,D
MG,Romaria,D
MG,Santa Margarida,D
MG,Santana do Jacaré,D
MG,Santa Rita de Ibitipoca,D
MG,São João Batista do Glória,D
MG,São Pedro dos Ferros,D
MG,São Sebastião da Bela Vista,D
MG,Turvolândia,D
SP,Adamantina,D
SP,Arandu,D
SP,Areias,D
SP,Auriflama,D
SP,Balbinos,D
SP,Borá,D
SP,Buritizal,D
SP,Cafelândia,D
SP,Cardoso,D
SP,Cerqueira César,D
SP,Conchal,D
SP,Guaiçara,D
SP,Icém,D
SP,Iepê,D
SP,Itaju,D
SP,Meridiano,D
SP,Reginópolis,D
SP,Riolândia,D
SP,Suzanápolis,D
PR,Cafezal do Sul,D
PR,Goioxim,D
PR,Itaguajé,D
PR,Miraselva,D
PR,Rancho Alegre,D
PR,Salto do Itararé,D
PR,Tamboara,D
PR,Tunas do Paraná,D
PR,Tupãssi,D
SC,Angelina,D
SC,Monte Carlo,D
SC,Saltinho,D
RS,Carlos Gomes,D
RS,Jóia,D
RS,Mata,D
RS,Pinhal Grande,D
RS,Pinto Bandeira,D
RS,Planalto,D
RS,Serafina Corrêa,D
RS,Ubiretama,D
RS,União da Serra,D
MS,Cassilândia,D
MS,Itaquiraí,D
MT,Alto Araguaia,D
MT,Arenápolis,D
MT,Itiquira,D
MT,Luciara,D
MT,Mirassol dOeste,D
MT,Poxoréu,D
MT,Rosário Oeste,D
MT,Tabaporã,D
MT,Tesouro,D
MT,Torixoréu,D
GO,Cezarina,D
GO,Doverlândia,D
GO,Edéia,D
GO,São Domingos,D
GO,Vila Propício,D
RO,Colorado do Oeste,D
RO,Santa Luzia DOeste,D
RO,São Miguel do Guaporé,D
RO,Candeias do Jamari,D
RO,Castanheiras,D
RO,Primavera de Rondônia,D
RO,Seringueiras,D
RO,Theobroma,D
AC,Senador Guiomard,D
RR,São João da Baliza,D
PA,Brejo Grande do Araguaia,D
PA,Igarapé-Açu,D
PA,Melgaço,D
PA,Mocajuba,D
PA,Nova Esperança do Piriá,D
PA,Oeiras do Pará,D
PA,Peixe-Boi,D
PA,Primavera,D
PA,Santa Cruz do Arari,D
PA,Santarém Novo,D
PA,São João da Ponta,D
TO,Aguiarnópolis,D
TO,Aliança do Tocantins,D
TO,Axixá do Tocantins,D
TO,Barrolândia,D
TO,Brejinho de Nazaré,D
TO,Caseara,D
TO,Itaporã do Tocantins,D
TO,Monte Santo do Tocantins,D
TO,Nazaré,D
TO,Rio da Conceição,D
TO,Sampaio,D
TO,São Félix do Tocantins,D
MA,Afonso Cunha,D
MA,Altamira do Maranhão,D
MA,Amapá do Maranhão,D
MA,Anapurus,D
MA,Apicum-Açu,D
MA,Benedito Leite,D
MA,Bom Lugar,D
MA,Buriti,D
MA,Capinzal do Norte,D
MA,Centro do Guilherme,D
MA,Cururupu,D
MA,Dom Pedro,D
MA,Fortuna,D
MA,Governador Edison Lobão,D
MA,Guimarães,D
MA,Lago do Junco,D
MA,Maracaçumé,D
MA,Marajá do Sena,D
MA,Mirador,D
MA,Mirinzal,D
MA,Olinda Nova do Maranhão,D
MA,Passagem Franca,D
MA,Pedro do Rosário,D
MA,Peri Mirim,D
MA,Peritoró,D
MA,Porto Franco,D
MA,Presidente Juscelino,D
MA,Presidente Vargas,D
MA,Santa Helena,D
MA,Santo Antônio dos Lopes,D
MA,São Benedito do Rio Preto,D
MA,São Francisco do Maranhão,D
MA,São João do Paraíso,D
MA,São Mateus do Maranhão,D
MA,São Pedro da Água Branca,D
MA,São Raimundo das Mangabeiras,D
MA,Satubinha,D
MA,Serrano do Maranhão,D
MA,Sucupira do Riachão,D
MA,Urbano Santos,D
PI,Boa Hora,D
PI,Bom Princípio do Piauí,D
PI,Boqueirão do Piauí,D
PI,Cajazeiras do Piauí,D
PI,Cocal dos Alves,D
PI,Colônia do Gurguéia,D
PI,Cristino Castro,D
PI,Curral Novo do Piauí,D
PI,Domingos Mourão,D
PI,Elesbão Veloso,D
PI,Ipiranga do Piauí,D
PI,Jacobina do Piauí,D
PI,Jatobá do Piauí,D
PI,Lagoa Alegre,D
PI,Massapê do Piauí,D
PI,Monsenhor Gil,D
PI,Monsenhor Hipólito,D
PI,Monte Alegre do Piauí,D
PI,Pavussu,D
PI,Nova Santa Rita,D
PI,Porto,D
PI,São João da Canabrava,D
PI,Tanque do Piauí,D
PI,Valença do Piauí,D
PI,Várzea Branca,D
CE,Apuiarés,D
CE,Chaval,D
CE,Ibaretama,D
CE,Milhã,D
CE,Missão Velha,D
CE,Pacujá,D
CE,Potengi,D
CE,Potiretama,D
CE,Reriutaba,D
CE,Saboeiro,D
CE,São Luís do Curu,D
CE,Tejuçuoca,D
RN,Antônio Martins,D
RN,Caiçara do Rio do Vento,D
RN,Cerro Corá,D
RN,Cruzeta,D
RN,Jaçanã,D
RN,Januário Cicco,D
RN,Rio do Fogo,D
RN,Pedra Grande,D
RN,Pedra Preta,D
RN,Pilões,D
RN,Poço Branco,D
RN,Rafael Godeiro,D
RN,Santana do Seridó,D
RN,São Bento do Norte,D
RN,São Bento do Trairí,D
RN,São Tomé,D
RN,Serrinha dos Pintos,D
RN,Sítio Novo,D
PB,Aguiar,D
PB,Amparo,D
PB,Araçagi,D
PB,Boa Vista,D
PB,Casserengue,D
PB,Congo,D
PB,Gado Bravo,D
PB,Gurjão,D
PB,Juarez Távora,D
PB,Lagoa de Dentro,D
PB,Marcação,D
PB,Mataraca,D
PB,Mato Grosso,D
PB,Nazarezinho,D
PB,Nova Olinda,D
PB,Piancó,D
PB,Pedro Régis,D
PB,Riachão,D
PB,Riacho dos Cavalos,D
PB,Santa Cecília,D
PB,Santa Luzia,D
PB,Serra Branca,D
PB,Sobrado,D
PB,Umbuzeiro,D
PB,Vieirópolis,D
PE,Ferreiros,D
PE,Itapetim,D
PE,Itaquitinga,D
PE,São João,D
PE,Tacaimbó,D
AL,Jaramataia,D
AL,Maribondo,D
AL,Novo Lino,D
AL,Olho dÁgua do Casado,D
AL,Pariconha,D
SE,Canhoba,D
SE,Rosário do Catete,D
SE,Siriri,D
BA,Aporá,D
BA,Arataca,D
BA,Baixa Grande,D
BA,Bonito,D
BA,Cafarnaum,D
BA,Capela do Alto Alegre,D
BA,Caraíbas,D
BA,Chorrochó,D
BA,Coribe,D
BA,Cotegipe,D
BA,Crisópolis,D
BA,Dário Meira,D
BA,Dom Macedo Costa,D
BA,Formosa do Rio Preto,D
BA,Governador Mangabeira,D
BA,Heliópolis,D
BA,Iaçu,D
BA,Igrapiúna,D
BA,Ipecaetá,D
BA,Iraquara,D
BA,Itabela,D
BA,Itagimirim,D
BA,Iuiu,D
BA,Laje,D
BA,Macajuba,D
BA,Mairi,D
BA,Malhada,D
BA,Maraú,D
BA,Marcionílio Souza,D
BA,Muniz Ferreira,D
BA,Nova Canaã,D
BA,Paramirim,D
BA,Ribeirão do Largo,D
BA,Santa Bárbara,D
BA,Saúde,D
BA,Taperoá,D
BA,Uibaí,D
BA,Uruçuca,D
BA,Wenceslau Guimarães,D
MG,Areado,D
MG,Bom Repouso,D
MG,Cantagalo,D
MG,Cascalho Rico,D
MG,Catas Altas da Noruega,D
MG,Congonhal,D
MG,Divisa Alegre,D
MG,Estrela do Indaiá,D
MG,Ferros,D
MG,Fortuna de Minas,D
MG,Gameleiras,D
MG,Ingaí,D
MG,Iraí de Minas,D
MG,Itumirim,D
MG,Jacuí,D
MG,Lagamar,D
MG,Martins Soares,D
MG,Minduri,D
MG,Miravânia,D
MG,Onça de Pitangui,D
MG,Patis,D
MG,Pedrinópolis,D
MG,Pequeri,D
MG,Piau,D
MG,Piedade de Caratinga,D
MG,Ponto Chique,D
MG,Porto Firme,D
MG,Prudente de Morais,D
MG,Santo Hipólito,D
MG,São João da Ponte,D
MG,São Romão,D
MG,Senhora do Porto,D
MG,Serranos,D
MG,Taquaraçu de Minas,D
MG,Toledo,D
MG,União de Minas,D
MG,Varjão de Minas,D
MG,Virgínia,D
MG,Virgolândia,D
SP,Analândia,D
SP,Bento de Abreu,D
SP,Coronel Macedo,D
SP,Duartina,D
SP,Echaporã,D
SP,Estrela do Norte,D
SP,Fernão,D
SP,Glicério,D
SP,Igaratá,D
SP,Jaci,D
SP,Marinópolis,D
SP,Nantes,D
SP,Pereiras,D
SP,Platina,D
SP,Sandovalina,D
SP,Torrinha,D
SP,Zacarias,D
PR,Faxinal,D
PR,Nova América da Colina,D
PR,Paranacity,D
PR,Pinhal de São Bento,D
SC,Cunhataí,D
SC,Iomerê,D
RS,Centenário,D
RS,Esmeralda,D
RS,Glorinha,D
RS,Ipê,D
RS,Lagoão,D
RS,Vista Alegre,D
RS,Vitória das Missões,D
MT,Canabrava do Norte,D
MT,Denise,D
MT,Itaúba,D
MT,Juruena,D
MT,Matupá,D
MT,Novo Santo Antônio,D
MT,Porto Alegre do Norte,D
MT,Querência,D
MT,Ribeirão Cascalheira,D
MT,Ribeirãozinho,D
MT,São José do Xingu,D
MT,Santa Cruz do Xingu,D
MT,União do Sul,D
MT,Vale de São Domingos,D
MT,Vera,D
GO,Acreúna,D
GO,Aloândia,D
GO,Aporé,D
GO,Avelinópolis,D
GO,Baliza,D
GO,Bom Jardim de Goiás,D
GO,Bonópolis,D
GO,Brazabrantes,D
GO,Buriti Alegre,D
GO,Cachoeira Dourada,D
GO,Caiapônia,D
GO,Caldas Novas,D
GO,Caldazinha,D
GO,Campinaçu,D
GO,Colinas do Sul,D
GO,Gameleira de Goiás,D
GO,Goianira,D
GO,Gouvelândia,D
GO,Heitoraí,D
GO,Hidrolândia,D
GO,Israelândia,D
GO,Jandaia,D
GO,Mambaí,D
GO,Monte Alegre de Goiás,D
GO,Montes Claros de Goiás,D
GO,Nova Aurora,D
GO,Nova Roma,D
GO,Palminópolis,D
GO,Pontalina,D
GO,Posse,D
GO,Santa Terezinha de Goiás,D
GO,São Simão,D
GO,Teresina de Goiás,D
GO,Três Ranchos,D
GO,Uruana,D
GO,Vila Boa,D
RO,Novo Horizonte do Oeste,D
RO,Chupinguaia,D
RO,Parecis,D
RO,Vale do Anari,D
AC,Bujari,D
PA,Colares,D
PA,Palestina do Pará,D
PA,São Francisco do Pará,D
PA,Terra Alta,D
TO,Alvorada,D
TO,Aparecida do Rio Negro,D
TO,Aragominas,D
TO,Barra do Ouro,D
TO,Bom Jesus do Tocantins,D
TO,Cariri do Tocantins,D
TO,Chapada da Natividade,D
TO,Crixás do Tocantins,D
TO,Fátima,D
TO,Itaguatins,D
TO,Jaú do Tocantins,D
TO,Lagoa do Tocantins,D
TO,Lavandeira,D
TO,Lizarda,D
TO,Luzinópolis,D
TO,Mateiros,D
TO,Monte do Carmo,D
TO,Muricilândia,D
TO,Nova Rosalândia,D
TO,Novo Acordo,D
TO,Novo Jardim,D
TO,Oliveira de Fátima,D
TO,Colméia,D
TO,Pium,D
TO,Ponte Alta do Bom Jesus,D
TO,Presidente Kennedy,D
TO,Pugmil,D
TO,Rio dos Bois,D
TO,Sandolândia,D
TO,Santa Fé do Araguaia,D
TO,Santa Maria do Tocantins,D
TO,Santa Rita do Tocantins,D
TO,São Salvador do Tocantins,D
TO,Taguatinga,D
TO,Tupirama,D
TO,Tupiratins,D
MA,Bacurituba,D
MA,Belágua,D
MA,Bela Vista do Maranhão,D
MA,Brejo de Areia,D
MA,Cachoeira Grande,D
MA,Cajapió,D
MA,Cajari,D
MA,Cedral,D
MA,Cidelândia,D
MA,Feira Nova do Maranhão,D
MA,Governador Archer,D
MA,Governador Luiz Rocha,D
MA,Junco do Maranhão,D
MA,Magalhães de Almeida,D
MA,Mata Roma,D
MA,Montes Altos,D
MA,Nova Colinas,D
MA,Nova Iorque,D
MA,Olho dÁgua das Cunhãs,D
MA,Paraibano,D
MA,Presidente Sarney,D
MA,Ribamar Fiquene,D
MA,Sambaíba,D
MA,Santa Filomena do Maranhão,D
MA,São Félix de Balsas,D
MA,São João do Carú,D
MA,Turilândia,D
MA,Viana,D
MA,Vila Nova dos Martírios,D
PI,Barro Duro,D
PI,Campo Largo do Piauí,D
PI,Capitão Gervásio Oliveira,D
PI,Francisco Ayres,D
PI,Gilbués,D
PI,Guaribas,D
PI,Jerumenha,D
PI,Joaquim Pires,D
PI,Lagoa de São Francisco,D
PI,Landri Sales,D
PI,Matias Olímpio,D
PI,Miguel Leão,D
PI,Morro Cabeça no Tempo,D
PI,Nossa Senhora dos Remédios,D
PI,Novo Santo Antônio,D
PI,Olho DÁgua do Piauí,D
PI,Pajeú do Piauí,D
PI,Palmeira do Piauí,D
PI,Passagem Franca do Piauí,D
PI,Pau DArco do Piauí,D
PI,Redenção do Gurguéia,D
PI,Ribeira do Piauí,D
PI,Santo Inácio do Piauí,D
PI,São José do Peixe,D
PI,Sigefredo Pacheco,D
CE,Coreaú,D
CE,Graça,D
CE,Miraíma,D
CE,Penaforte,D
CE,Senador Sá,D
CE,Tarrafas,D
RN,Japi,D
RN,Pureza,D
RN,Vila Flor,D
PB,Arara,D
PB,Barra de Santana,D
PB,Caldas Brandão,D
PB,Catingueira,D
PB,Cubati,D
PB,Cuité de Mamanguape,D
PB,Duas Estradas,D
PB,Itatuba,D
PB,Logradouro,D
PB,Manaíra,D
PB,Parari,D
PB,Pocinhos,D
PB,Prata,D
PB,Santa Teresinha,D
PB,São João do Cariri,D
PB,São José do Bonfim,D
PB,São José dos Cordeiros,D
PB,Serra da Raiz,D
PB,Serra Grande,D
PB,Serraria,D
PB,Sossêgo,D
PE,Buenos Aires,D
PE,Camutanga,D
PE,Inajá,D
PE,Mirandiba,D
AL,Olho dÁgua Grande,D
AL,Porto Real do Colégio,D
SE,Muribeca,D
BA,Érico Cardoso,D
BA,Antas,D
BA,Apuarema,D
BA,Araçás,D
BA,Aramari,D
BA,Botuporã,D
BA,Brejolândia,D
BA,Caravelas,D
BA,Feira da Mata,D
BA,Ibiquera,D
BA,Inhambupe,D
BA,Ipupiara,D
BA,Itanagra,D
BA,Matina,D
BA,Nova Soure,D
BA,Ouriçangas,D
BA,Piraí do Norte,D
BA,Ribeira do Amparo,D
BA,Sítio do Quinto,D
BA,Várzea da Roça,D
BA,Varzedo,D
BA,Vereda,D
BA,Wagner,D
MG,Arapuá,D
MG,Araújos,D
MG,Bom Sucesso,D
MG,Camacho,D
MG,Campina Verde,D
MG,Cruzeiro da Fortaleza,D
MG,Durandé,D
MG,Engenheiro Navarro,D
MG,Japaraíba,D
MG,Quartel Geral,D
MG,Santana do Garambéu,D
MG,São Francisco de Sales,D
MG,São José da Varginha,D
MG,São José do Mantimento,D
MG,São Sebastião do Oeste,D
MG,Veríssimo,D
SP,Boa Esperança do Sul,D
SP,Campos Novos Paulista,D
SP,Dobrada,D
SP,Nova Castilho,D
SP,Óleo,D
SP,Planalto,D
SP,Pontes Gestal,D
SP,Queiroz,D
SP,União Paulista,D
RS,Alegria,D
RS,Barra Funda,D
RS,Eugênio de Castro,D
RS,Morrinhos do Sul,D
RS,Paverama,D
MT,Acorizal,D
MT,Araputanga,D
MT,Barão de Melgaço,D
MT,Conquista DOeste,D
MT,Cotriguaçu,D
MT,Gaúcha do Norte,D
MT,Indiavaí,D
MT,Jangada,D
MT,Nova Nazaré,D
MT,Planalto da Serra,D
MT,Porto dos Gaúchos,D
MT,Porto Estrela,D
MT,São José dos Quatro Marcos,D
MT,Santo Afonso,D
MT,Salto do Céu,D
MT,Santa Rita do Trivelato,D
MT,Serra Nova Dourada,D
MT,Nova Guarita,D
MT,Nova Maringá,D
GO,Adelândia,D
GO,Amaralina,D
GO,Araguapaz,D
GO,Arenópolis,D
GO,Buriti de Goiás,D
GO,Caturaí,D
GO,Córrego do Ouro,D
GO,Damianópolis,D
GO,Davinópolis,D
GO,Diorama,D
GO,Edealina,D
GO,Divinópolis de Goiás,D
GO,Guarani de Goiás,D
GO,Itauçu,D
GO,Jaupaci,D
GO,Jesúpolis,D
GO,Marzagão,D
GO,Maurilândia,D
GO,Mutunópolis,D
GO,Nazário,D
GO,Nova Glória,D
GO,Novo Planalto,D
GO,Panamá,D
GO,Petrolina de Goiás,D
GO,Porteirão,D
GO,Portelândia,D
GO,Santa Rosa de Goiás,D
GO,Santa Tereza de Goiás,D
GO,Santo Antônio da Barra,D
GO,Turvânia,D
GO,Vicentinópolis,D
TO,São Valério,D
MA,Maranhãozinho,D
CE,Ibiapina,D
RN,Barcelona,D
PB,Caiçara,D
PB,Curral de Cima,D
PB,Ibiara,D
PB,Imaculada,D
MT,Alto Boa Vista,D
MT,Alto Taquari,D
MT,Cocalinho,D
MT,Figueirópolis DOeste,D
MT,Glória DOeste,D
MT,Vila Rica,D
GO,Britânia,D
GO,São Francisco de Goiás,D
